month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,flight,origin,dest
4,26,605,-5,745,0,AA,301,LGA,ORD
10,1,1440,-4,1543,-41,9E,3393,JFK,DCA
9,11,540,-10,937,5,B6,939,JFK,BQN
2,27,1500,46,1725,70,EV,4229,EWR,CHS
3,6,1715,25,1841,-14,WN,1904,LGA,STL
6,11,722,-3,838,-27,AA,305,LGA,ORD
7,25,1745,46,2016,57,DL,2042,EWR,ATL
8,6,1245,4,1518,0,B6,927,EWR,MCO
10,13,1534,4,1659,14,WN,292,EWR,MDW
7,4,1618,39,1846,-4,UA,1151,EWR,SEA
1,8,1305,-5,1400,-19,UA,717,EWR,BOS
11,18,616,15,812,1,EV,4471,EWR,CLT
6,5,940,-5,1216,-8,B6,197,JFK,LAS
10,17,1722,7,2030,25,WN,2067,EWR,HOU
10,6,1109,-6,1231,-24,MQ,3466,LGA,RDU
5,19,1344,59,1559,51,EV,4141,EWR,ATL
5,18,957,-2,1237,-26,UA,1497,EWR,RSW
3,18,921,-8,1148,-34,UA,1597,EWR,EGE
7,18,1319,19,1418,-7,UA,1734,EWR,ORD
9,18,1844,9,2149,-6,UA,394,EWR,SFO
8,8,728,-7,959,-21,WN,163,LGA,HOU
1,17,859,-6,1205,-30,VX,407,JFK,LAX
9,18,839,-6,926,-30,9E,3855,JFK,PHL
5,22,1929,0,2142,33,MQ,4569,LGA,RDU
1,22,2019,-10,2120,-20,9E,3609,JFK,PHL
3,22,1709,19,1857,2,EV,4997,EWR,DTW
3,28,1637,-3,1844,-13,9E,3442,JFK,CVG
9,4,1455,-5,1603,-28,UA,635,EWR,ORD
1,29,1254,-6,1401,-5,9E,3638,JFK,PHL
2,5,1934,14,2101,1,AA,359,LGA,ORD
4,25,1609,29,1919,3,UA,1210,EWR,SFO
3,4,1456,-3,1728,-9,DL,2347,LGA,ATL
3,16,1757,82,2109,102,UA,684,EWR,IAH
7,12,759,54,1113,58,AA,2279,LGA,MIA
10,11,2221,51,31,32,B6,97,JFK,DEN
8,19,NA,NA,NA,NA,EV,4963,EWR,MSP
2,22,1355,-5,1505,2,US,2130,LGA,BOS
9,28,1316,6,1539,-23,UA,1641,EWR,MCO
6,27,NA,NA,NA,NA,EV,4969,LGA,MHT
1,21,551,-9,636,-33,B6,380,EWR,BOS
1,11,1525,-5,1709,-2,9E,3719,LGA,RIC
5,12,737,8,819,-14,EV,3822,EWR,BDL
2,12,654,-6,947,-9,B6,203,JFK,LAS
2,17,NA,NA,NA,NA,EV,4166,EWR,GSP
2,21,1107,-3,1420,-20,UA,642,JFK,SFO
8,17,1349,-1,1631,-40,UA,1654,EWR,SFO
1,6,2008,21,2140,28,EV,4412,EWR,BUF
5,11,1304,-11,1528,-10,FL,348,LGA,ATL
9,25,1918,-2,2034,-21,9E,3555,LGA,BUF
8,29,722,-8,919,-11,DL,831,LGA,DTW
4,14,1505,5,1736,-25,DL,2181,LGA,MCO
5,1,1916,-3,2204,-16,B6,155,JFK,MCO
10,4,1755,0,1959,25,UA,691,LGA,ORD
10,9,1024,-1,1316,-24,UA,642,JFK,SFO
12,19,1625,12,1917,4,B6,283,JFK,MCO
10,11,2058,128,5,113,B6,669,JFK,SJC
7,25,557,-3,813,-13,DL,461,LGA,ATL
6,11,1548,28,1826,12,UA,1600,EWR,LAX
4,9,1853,-7,2011,-4,US,2140,LGA,BOS
4,14,1359,164,1537,193,B6,24,JFK,BTV
5,14,1058,103,1231,73,EV,4229,EWR,CLT
2,25,1709,14,2012,-18,VX,413,JFK,LAX
12,6,2001,76,2237,117,MQ,3349,LGA,MSP
9,11,831,-9,1009,-34,EV,5242,LGA,GSO
9,18,758,-12,937,-18,MQ,3272,LGA,CLE
6,28,1937,21,2255,41,B6,883,JFK,MCO
5,3,1555,0,1715,-12,B6,44,JFK,BTV
1,24,1835,85,1955,95,EV,4316,EWR,BWI
1,4,753,-6,900,-25,EV,3259,EWR,PWM
4,13,2057,67,17,37,B6,645,JFK,SFO
5,2,1956,1,2103,-7,AA,1762,JFK,BOS
11,10,1824,-6,2024,-12,DL,1531,EWR,DTW
9,4,1859,9,2025,0,MQ,3674,LGA,CLE
7,4,1724,-2,1934,3,EV,5881,EWR,CHS
8,14,1309,-3,1615,5,UA,1186,EWR,MIA
12,13,726,-4,1025,-10,WN,20,LGA,HOU
1,17,837,7,1158,4,UA,112,JFK,LAX
3,17,701,-8,943,-26,B6,987,JFK,MCO
8,1,1005,-9,1154,-13,US,2054,JFK,CLT
1,31,2024,-1,2328,-3,UA,299,EWR,DFW
9,24,1054,-4,1326,-12,UA,1034,EWR,IAH
8,10,1202,-7,1407,8,EV,4519,EWR,AVL
5,23,1122,-7,1210,-25,B6,1174,EWR,BOS
8,24,1045,-10,1224,-11,MQ,3466,LGA,RDU
7,23,2245,135,15,136,B6,686,JFK,ROC
12,15,1831,27,2129,4,UA,1064,EWR,LAX
5,25,1704,14,1823,3,WN,947,LGA,MDW
7,21,1624,29,1804,25,9E,3459,JFK,BNA
10,26,942,-8,1302,0,DL,1109,LGA,TPA
9,24,1853,-11,2009,-21,EV,4224,EWR,MKE
8,11,712,12,946,-1,DL,2285,LGA,MCO
5,2,1804,-1,1921,-15,EV,4663,EWR,BNA
2,19,2130,0,2255,0,B6,104,JFK,BUF
2,22,1639,-1,1934,21,UA,1669,EWR,ATL
9,28,1853,-7,1953,-38,EV,4191,EWR,BNA
3,17,1518,12,1759,3,UA,1003,EWR,IAH
9,20,939,69,1132,37,UA,447,EWR,PHX
8,30,1524,29,1636,6,DL,1164,JFK,BOS
12,21,NA,NA,NA,NA,9E,2925,JFK,MSY
5,20,1302,-6,1419,6,EV,4129,EWR,DCA
7,30,1545,25,1704,28,EV,4580,EWR,MKE
6,30,2030,86,2141,46,UA,456,EWR,ORD
9,27,2058,-1,2339,-26,UA,1039,EWR,FLL
2,19,808,-7,1110,-21,DL,1167,JFK,TPA
6,25,1105,0,1247,-27,DL,1031,LGA,DTW
3,13,1943,18,2302,19,DL,2139,LGA,MIA
2,4,2033,-7,7,9,B6,165,JFK,PDX
3,30,825,-5,1045,-26,UA,441,EWR,HDN
3,18,1633,4,1956,19,UA,1624,EWR,FLL
7,14,741,-2,847,-26,EV,5826,EWR,PIT
11,27,1213,13,1428,29,US,2069,JFK,CLT
6,5,1754,-1,2102,-1,UA,535,JFK,LAX
8,27,1116,-9,1207,-24,B6,2380,EWR,BOS
11,25,1536,46,1751,39,9E,2903,JFK,CLT
11,5,1807,-3,2015,-6,DL,2019,LGA,MSP
9,23,2003,23,2128,8,AA,363,LGA,ORD
12,15,2242,52,2,51,EV,3848,EWR,ROC
3,19,1417,47,1742,73,B6,431,LGA,SRQ
3,31,1526,-9,1848,4,9E,3325,JFK,DFW
9,7,818,-4,1239,24,B6,403,JFK,SJU
3,10,1926,-9,2023,-33,9E,3650,JFK,PHL
5,31,1701,1,2010,15,AA,257,JFK,LAS
5,9,2214,15,2333,-11,B6,1109,JFK,RDU
7,10,2033,32,2344,50,B6,1083,JFK,MCO
2,23,857,-3,1153,-34,DL,120,JFK,LAX
4,24,2031,136,2307,151,9E,3285,JFK,DTW
4,22,755,-5,959,0,B6,219,JFK,CLT
11,19,702,-8,953,-7,AA,2493,JFK,MCO
4,8,843,-2,1050,-29,EV,5223,LGA,CHS
3,7,1604,9,1850,-11,DL,91,JFK,LAS
9,20,1042,-3,1330,-19,UA,1479,EWR,LAX
8,16,1651,71,1959,61,UA,257,JFK,SFO
11,12,1502,6,1807,18,UA,1270,EWR,MCO
1,11,1345,0,1635,-12,UA,385,EWR,IAH
6,10,1319,28,1502,12,DL,1131,LGA,DTW
5,17,1229,29,1335,21,9E,3381,JFK,BOS
11,10,1903,58,2109,79,WN,195,LGA,STL
7,1,NA,NA,NA,NA,US,2118,LGA,BOS
1,24,924,-6,1234,-12,B6,375,LGA,FLL
8,3,725,-5,1002,-23,AA,1757,JFK,TPA
6,9,827,-8,951,-29,MQ,4558,LGA,CLE
7,28,1701,51,1946,81,EV,4294,EWR,SAV
11,25,1436,-4,1616,1,MQ,3493,LGA,CLE
10,28,1659,0,2024,25,UA,1665,EWR,LAX
1,3,1727,77,1855,59,EV,5486,LGA,PIT
9,3,1751,-9,1915,-2,US,2191,LGA,DCA
6,3,607,-3,831,-16,B6,79,JFK,MCO
4,13,2155,0,32,-16,B6,35,JFK,PBI
5,31,755,-4,1019,-9,DL,2047,LGA,ATL
10,31,855,-5,1119,-10,DL,502,EWR,ATL
12,15,1826,196,2137,172,AA,145,JFK,MIA
8,15,629,-1,816,-13,EV,4471,EWR,CLT
3,17,831,4,1201,-15,B6,403,JFK,SJU
3,5,649,-6,758,-15,B6,1305,JFK,IAD
2,2,1838,-12,2033,-22,US,1491,LGA,CLT
4,26,1037,2,1219,22,EV,4240,EWR,BUF
3,15,1933,-2,2210,-25,DL,1485,LGA,MCO
11,15,657,57,806,47,EV,6177,EWR,IAD
3,6,1615,15,1820,68,US,2134,LGA,BOS
4,19,844,4,1213,23,UA,443,JFK,LAX
12,16,1632,-8,1808,-10,EV,4702,EWR,GSO
5,3,936,1,1107,12,WN,3676,LGA,MDW
4,15,1324,-5,1503,-4,EV,3832,EWR,STL
11,23,1546,-14,1852,-15,B6,1117,LGA,TPA
2,17,902,-8,1052,-1,B6,885,JFK,RDU
7,4,826,-9,1006,-18,EV,4519,EWR,AVL
12,9,1837,-8,2143,-15,DL,2391,JFK,TPA
5,31,733,-7,942,-22,B6,611,JFK,JAX
8,13,1757,-3,1919,-29,UA,1110,LGA,ORD
6,23,1943,3,2331,43,UA,339,EWR,FLL
3,27,2006,48,2114,33,UA,1064,EWR,BOS
8,14,457,-3,640,-1,US,1993,EWR,CLT
2,7,554,-6,906,3,B6,371,LGA,FLL
3,27,2220,-5,2325,-17,DL,2155,LGA,PWM
11,25,635,0,858,-9,UA,1072,EWR,DEN
3,17,1107,-8,1406,-19,AA,2099,LGA,MIA
9,13,1824,-6,2040,-25,WN,200,EWR,MSY
1,26,1632,3,1914,-3,UA,1692,EWR,MCO
9,16,1809,-1,1948,3,WN,1368,LGA,BNA
12,8,1928,-2,2145,30,MQ,3535,JFK,CMH
7,13,1135,35,1417,21,DL,2445,LGA,MCO
4,19,1126,1,1411,-10,B6,1,JFK,FLL
1,26,1300,-8,1522,-20,FL,348,LGA,ATL
2,12,653,-7,1053,NA,AA,305,LGA,ORD
6,1,1658,-2,1814,-16,MQ,4410,JFK,DCA
9,1,626,-4,842,-22,B6,1099,LGA,MCO
5,19,1058,12,1327,0,B6,41,JFK,MCO
5,21,1658,88,1851,47,9E,4203,JFK,IND
1,10,1556,-4,1714,2,US,2134,LGA,BOS
8,7,602,-3,747,-2,DL,1279,LGA,MEM
10,29,723,-7,1046,-14,VX,11,JFK,SFO
12,21,2034,-5,2358,3,B6,1205,JFK,PDX
2,20,1028,-3,1203,-2,EV,4664,EWR,RDU
6,19,1732,0,2126,12,B6,647,JFK,SFO
5,16,1356,-3,1608,-23,DL,2043,JFK,ATL
5,16,1302,42,1438,24,EV,4625,EWR,CLT
6,4,1433,23,1655,25,FL,349,LGA,ATL
2,25,1119,-1,1418,-4,B6,1,JFK,FLL
2,5,1214,-6,1518,-14,B6,209,JFK,LGB
4,12,2007,97,2158,108,MQ,4674,LGA,CLE
5,5,924,-6,1024,-18,B6,42,JFK,SYR
9,4,1350,0,1625,-18,B6,1783,JFK,MCO
10,21,849,-6,1228,-23,DL,301,JFK,SJU
4,28,1122,-3,1400,-21,B6,1,JFK,FLL
9,21,1914,4,2220,6,DL,2065,JFK,FLL
5,5,1642,-3,1808,-43,DL,1473,LGA,MEM
9,28,1630,-8,1806,-23,EV,4175,EWR,AVL
10,17,906,21,1017,19,9E,3841,JFK,PHL
3,1,807,-3,908,-17,AA,1838,JFK,BOS
10,24,2250,-5,2347,-11,B6,718,JFK,BOS
6,12,644,-5,851,-12,UA,343,LGA,DEN
12,27,1739,-1,1842,-18,B6,1407,JFK,IAD
7,17,2029,-1,2223,24,B6,686,JFK,ROC
11,7,741,-9,857,-15,EV,3815,EWR,ROC
9,27,1026,-4,1334,-1,AA,179,JFK,SFO
6,12,1914,38,2049,34,B6,130,JFK,BUF
10,29,1148,-3,1541,42,B6,323,JFK,LAX
9,10,1632,57,1849,61,EV,4684,EWR,SDF
6,21,1355,6,1514,-1,UA,656,EWR,ORD
3,20,1817,1,2008,3,UA,1053,EWR,CLE
7,1,2147,77,2305,63,FL,485,LGA,CAK
9,25,1020,0,1302,-8,B6,925,JFK,TPA
4,26,2000,35,2250,7,DL,2139,LGA,MIA
10,25,1350,-5,1628,-11,UA,527,EWR,DFW
2,19,628,-2,1017,-2,US,654,JFK,PHX
3,12,559,-1,740,-5,AA,301,LGA,ORD
7,2,1259,59,1524,86,EV,4302,EWR,MCI
4,18,1556,71,1747,62,US,1445,LGA,CLT
4,9,755,1,1008,43,UA,1162,EWR,ORD
4,10,632,2,819,-1,MQ,4599,LGA,MSP
6,17,1255,14,1537,-2,UA,1186,EWR,MIA
7,15,NA,NA,NA,NA,US,17,JFK,PHX
9,9,821,16,1132,1,9E,3489,LGA,RSW
4,17,2110,5,2350,-9,UA,570,EWR,MCO
2,17,658,-2,941,-44,WN,20,EWR,HOU
1,15,809,-6,1017,2,US,675,EWR,CLT
7,27,557,-3,917,27,B6,601,JFK,FLL
11,18,1901,-6,2010,-21,EV,4498,EWR,PWM
3,21,748,-7,942,-25,US,1967,LGA,CLT
7,3,2323,33,53,39,B6,2002,JFK,BUF
4,12,1446,58,1731,55,UA,545,EWR,DFW
9,30,1257,-2,1541,-14,UA,1280,LGA,IAH
1,15,1228,-7,1407,-8,MQ,4404,JFK,RDU
8,21,654,-6,944,-25,DL,1879,LGA,FLL
3,4,901,1,1200,-20,AA,647,JFK,MIA
5,27,1016,-4,1150,-14,US,1002,EWR,CLT
4,15,843,6,1041,6,EV,4451,EWR,DTW
11,16,1209,4,1429,-1,WN,3588,EWR,DEN
10,29,1825,-5,2036,-11,DL,2002,JFK,DTW
4,29,1728,-1,2026,-39,VX,193,EWR,SFO
4,4,1915,16,2232,2,B6,87,JFK,SLC
11,11,1548,-2,1844,-26,DL,2280,JFK,FLL
11,7,1950,80,2136,60,DL,1531,EWR,DTW
1,23,1935,-5,2225,-15,AA,1787,JFK,TPA
7,5,538,-2,836,-4,AA,701,JFK,MIA
2,21,736,-5,926,-15,EV,4246,EWR,DTW
6,3,2134,5,2348,-8,UA,367,EWR,MSY
9,18,1754,-11,1927,-26,OO,5568,LGA,CLE
9,18,2248,3,2349,-4,B6,234,JFK,BTV
5,29,1818,23,1927,-3,WN,3962,LGA,MDW
5,29,2135,125,2324,89,EV,4998,LGA,MCI
12,12,1303,4,1608,7,UA,258,EWR,MIA
10,31,1741,1,1958,-20,B6,135,JFK,PHX
9,1,1403,4,1553,-3,US,686,EWR,PHX
7,22,2334,205,224,229,EV,4333,EWR,TUL
3,19,2148,-6,2302,9,EV,5670,EWR,BWI
8,22,1605,136,1841,122,UA,1149,EWR,PBI
3,6,702,2,957,-32,UA,1162,EWR,SNA
4,27,1514,15,1713,-5,B6,1275,JFK,CHS
8,11,821,-8,1031,3,DL,1157,EWR,MSP
10,25,1929,29,2132,67,WN,490,LGA,MKE
8,13,818,-7,1149,33,UA,1400,EWR,MCO
9,23,1928,-7,2216,-34,AA,2437,LGA,MIA
2,24,1811,-9,2005,2,EV,5279,LGA,MSN
1,26,1651,11,1958,3,AA,773,LGA,DFW
3,17,1245,-5,1541,-9,B6,85,JFK,FLL
2,20,1743,-2,1954,3,DL,2331,LGA,DTW
8,27,1534,-4,1650,-8,EV,4580,EWR,MKE
1,28,1852,-6,2005,-50,EV,5038,LGA,BHM
7,25,1547,57,1819,63,9E,3793,JFK,CLT
8,18,1954,-6,2132,20,US,2162,LGA,BOS
7,26,2024,83,2143,79,EV,4131,EWR,RIC
6,7,1937,117,2141,86,WN,345,LGA,DEN
12,15,NA,NA,NA,NA,WN,876,LGA,MDW
6,18,NA,NA,NA,NA,FL,721,LGA,CAK
4,26,1245,0,1509,-4,UA,356,EWR,PHX
9,25,1630,-5,1743,-32,MQ,2949,JFK,BNA
2,25,1321,1,1629,4,B6,377,LGA,FLL
9,30,1431,-4,1556,-13,UA,460,EWR,CLE
1,5,611,11,720,-4,EV,6012,LGA,IAD
3,26,1503,-7,1704,9,MQ,4447,LGA,RDU
11,17,1243,-4,1406,-9,EV,4682,EWR,PIT
5,1,1004,0,1218,3,DL,2319,LGA,MSP
4,14,1655,-5,1826,-9,MQ,4255,JFK,BNA
8,28,1839,99,2126,91,AA,523,JFK,IAH
3,8,545,0,1156,93,B6,725,JFK,BQN
9,25,1517,-3,1739,-1,MQ,3532,LGA,XNA
8,22,2009,74,2253,53,VX,169,EWR,LAX
5,28,1903,3,2050,28,EV,4131,EWR,RIC
7,30,1134,1,1437,-14,UA,1677,EWR,SFO
1,11,1924,24,2052,-5,9E,3368,JFK,PIT
7,14,2117,1,2255,-29,EV,4700,EWR,CLT
6,14,1837,8,2127,2,UA,1165,EWR,LAX
2,6,2040,0,2341,-3,B6,629,JFK,HOU
11,15,2135,-5,2240,-15,MQ,3621,JFK,DCA
12,18,1955,23,2318,13,B6,161,JFK,SMF
1,31,1342,-3,1633,-23,B6,83,JFK,SEA
6,23,1948,-7,2144,-1,MQ,3374,JFK,RDU
3,5,1930,5,2234,-9,DL,2139,LGA,MIA
2,24,1727,-2,2039,-10,AA,543,JFK,MIA
3,22,823,-2,936,-9,MQ,4418,JFK,DCA
10,18,1608,8,1846,-1,B6,543,EWR,PBI
12,2,606,6,827,-3,WN,3637,LGA,ATL
10,14,1641,-13,1942,8,UA,578,EWR,LAS
8,31,1539,-5,1902,-6,UA,257,JFK,SFO
12,3,2048,133,2252,114,9E,2911,JFK,CVG
5,10,1749,79,2010,77,FL,716,LGA,ATL
6,13,2057,-3,49,119,MQ,3384,LGA,CLT
2,22,1332,32,1533,53,AA,329,LGA,ORD
7,21,1702,-3,1959,-5,DL,503,JFK,SAN
2,21,1116,1,1300,5,WN,1468,LGA,MDW
8,1,1955,-5,2059,-13,US,2162,LGA,BOS
1,25,1558,-7,1902,-42,DL,1508,JFK,RSW
11,19,1624,-6,1751,-9,B6,2302,JFK,BUF
7,3,1052,-8,1328,-4,UA,1695,EWR,IAH
1,2,1444,-11,1607,-21,B6,8,JFK,BUF
2,6,1947,-3,2317,-17,B6,645,JFK,SFO
9,26,747,-3,1026,-14,MQ,3052,JFK,TPA
3,22,2246,16,226,14,B6,713,JFK,SJU
6,20,1020,-5,1205,-17,US,604,EWR,PHX
1,20,948,-7,1053,-7,9E,3667,JFK,PHL
5,15,1531,2,1804,-6,UA,563,EWR,IAH
6,27,NA,NA,NA,NA,EV,5258,LGA,MHT
5,26,606,-2,912,-27,UA,1648,EWR,SFO
3,24,607,-3,723,-3,EV,4354,EWR,IAD
3,21,1059,-1,1307,2,DL,1573,LGA,MEM
11,25,720,0,1013,-32,AA,1345,JFK,MIA
2,12,17,92,122,86,B6,128,JFK,BTV
3,14,2040,0,8,12,B6,165,JFK,PDX
7,16,1322,12,1607,35,FL,348,LGA,ATL
4,25,1909,-6,2217,15,DL,245,JFK,PHX
5,24,1801,61,1938,71,B6,24,JFK,SYR
6,22,1925,0,2219,-21,DL,2139,LGA,MIA
5,30,1904,-6,2058,-19,EV,4207,EWR,CLT
12,6,611,-4,920,5,UA,288,EWR,FLL
9,11,1149,-10,1311,12,B6,1191,JFK,ACK
8,15,1752,-3,1900,-21,B6,1407,JFK,IAD
12,3,1955,85,2329,83,UA,389,JFK,SFO
2,19,1102,-8,1246,-6,EV,5273,LGA,PIT
8,4,1422,-3,1549,-36,EV,4949,LGA,GSO
7,11,854,-1,1153,-12,AA,647,JFK,MIA
8,15,1046,-9,1337,-10,DL,1275,JFK,SLC
7,14,1111,-4,1326,-24,B6,127,EWR,MCO
12,28,1025,-5,1338,-17,AA,179,JFK,SFO
2,5,2050,-10,2215,4,US,2191,LGA,DCA
4,19,1650,55,1857,42,WN,3952,EWR,DEN
5,17,1416,86,1535,87,EV,4104,EWR,BNA
5,19,655,-5,943,-27,AA,2279,LGA,MIA
5,18,921,-9,1213,-42,AA,179,JFK,SFO
4,9,1658,-2,1944,-38,DL,706,JFK,AUS
8,28,858,-3,1006,-8,B6,1634,JFK,BTV
10,8,814,-1,1055,-10,B6,183,JFK,MCO
11,7,1936,-2,2226,-2,UA,1480,EWR,LAS
5,29,1354,-6,1454,-14,US,2130,LGA,BOS
10,28,952,-8,1109,-4,US,2142,LGA,BOS
1,17,1415,0,1724,0,B6,377,LGA,FLL
2,24,1325,36,1443,33,B6,66,JFK,BUF
8,8,NA,NA,NA,NA,MQ,3367,LGA,XNA
11,27,1559,2,1859,-28,DL,467,JFK,SLC
2,25,948,-11,1124,-5,MQ,4670,LGA,BNA
11,12,1936,11,2151,1,9E,3445,LGA,DSM
9,9,1008,76,1215,8,UA,1496,EWR,SNA
11,21,1159,-6,1347,4,9E,3305,LGA,MKE
10,13,1126,-3,1415,15,B6,1211,JFK,LAS
6,4,1814,-1,2007,22,WN,2603,LGA,BNA
5,4,1938,-5,2053,-8,EV,4691,EWR,PWM
4,29,630,-5,831,-15,EV,5677,EWR,CVG
5,23,1931,2,2201,-7,UA,1041,EWR,PHX
11,18,2156,6,31,-5,B6,1183,JFK,MCO
11,26,554,-6,737,-8,AA,301,LGA,ORD
2,21,1227,2,1401,12,EV,4271,EWR,BNA
11,1,1536,52,1710,29,EV,4949,LGA,GSO
6,14,2111,276,2228,263,EV,4322,EWR,ROC
5,20,846,12,1028,24,EV,4409,EWR,RIC
6,15,820,-5,1001,-22,B6,219,JFK,CLT
10,3,2046,-4,2147,-25,DL,985,JFK,BOS
4,5,1155,-5,1456,-15,DL,863,JFK,LAX
2,7,1659,-1,1851,12,UA,689,LGA,ORD
2,1,948,-12,1320,15,B6,503,EWR,FLL
8,9,1710,0,2017,2,AA,181,JFK,LAX
1,13,1242,13,1513,14,EV,3826,EWR,ATL
12,29,905,5,1142,-28,B6,189,JFK,SAN
8,19,1903,4,2106,-36,DL,2454,JFK,DEN
6,8,616,-1,720,-16,EV,4533,EWR,BUF
7,23,1458,-1,1743,-18,9E,3325,JFK,DFW
11,5,1347,7,1739,24,WN,516,EWR,PHX
2,23,1643,-2,1814,-7,UA,689,LGA,ORD
5,15,1919,23,2230,40,UA,1456,LGA,IAH
2,27,1949,49,2207,34,FL,645,LGA,ATL
2,12,1154,-6,1322,-8,MQ,4601,LGA,BNA
3,16,1704,9,2029,14,DL,706,JFK,AUS
8,18,1712,-3,1921,-15,UA,509,LGA,DEN
2,7,1550,-5,1725,-20,B6,1053,JFK,PIT
7,14,940,-8,1216,-27,UA,1425,EWR,FLL
5,7,1243,-7,1508,-32,AA,745,LGA,DFW
12,29,1310,-5,1443,-2,WN,2868,EWR,BNA
8,16,628,-2,917,32,DL,575,EWR,ATL
6,24,2118,118,2306,141,AA,1762,JFK,BOS
11,22,2151,6,59,13,B6,1901,JFK,FLL
12,26,1234,47,1512,15,B6,323,JFK,LAX
12,17,836,36,1007,52,US,2171,LGA,DCA
6,6,1228,-7,1519,-21,DL,1375,JFK,SLC
7,18,759,-5,1006,8,EV,4691,EWR,DAY
7,23,1049,5,1251,5,EV,5955,EWR,IND
4,4,657,-3,924,4,MQ,4534,LGA,XNA
7,19,625,20,821,1,MQ,3550,LGA,ATL
5,8,1105,60,1302,61,EV,4255,EWR,CHS
9,6,2157,-3,2256,-16,9E,3525,LGA,SYR
5,13,601,1,703,-12,WN,433,EWR,MDW
2,8,853,-5,1128,10,EV,4364,EWR,MCI
6,10,1000,1,1129,5,UA,1171,EWR,ORD
5,25,1729,0,2036,-34,VX,193,EWR,SFO
10,30,1125,-5,1302,-28,EV,5373,LGA,GSO
9,3,927,-3,1036,-12,B6,586,JFK,ROC
5,9,2049,69,2330,38,DL,1854,LGA,FLL
2,18,1343,-7,1524,-21,MQ,4577,LGA,CLT
11,24,1656,-4,2023,-12,UA,512,JFK,SFO
7,25,900,10,1019,5,9E,3466,JFK,DCA
6,12,1322,-5,1535,-10,F9,507,LGA,DEN
4,8,NA,NA,NA,NA,MQ,3730,EWR,ORD
4,2,1719,96,1848,98,9E,4135,JFK,BWI
8,8,2044,104,2358,135,DL,2454,JFK,DEN
11,14,1450,0,1607,-17,9E,2936,JFK,IAD
12,20,2027,17,2304,-10,UA,340,EWR,PBI
7,26,2340,131,105,99,EV,4700,EWR,CLT
11,6,1151,-4,1402,-23,UA,485,EWR,DEN
4,27,939,-6,1148,-14,EV,5447,LGA,CLT
8,26,1623,13,1853,-6,UA,1685,EWR,MCO
4,28,2024,29,2214,35,EV,3823,LGA,CLE
9,11,2135,41,31,32,B6,523,JFK,LAX
5,2,1847,-3,2122,-63,VX,29,JFK,SFO
5,17,1731,62,1912,52,EV,4411,EWR,MEM
5,7,2018,-1,2222,-27,B6,179,JFK,PHX
10,22,1446,1,1809,25,UA,365,EWR,SAN
11,7,632,-3,820,8,EV,4424,EWR,RDU
5,29,1931,12,2225,5,B6,155,JFK,MCO
11,8,1250,1,1607,-3,UA,394,EWR,SFO
3,28,1711,-4,2020,-4,DL,1779,LGA,FLL
3,23,753,-2,1009,2,US,1733,LGA,CLT
9,15,1813,-2,1951,4,EV,5360,LGA,MKE
9,20,911,1,1057,2,AA,313,LGA,ORD
5,27,2057,-3,2315,-12,DL,1247,LGA,ATL
12,1,1728,53,1901,36,AA,343,LGA,ORD
12,25,1545,-5,1900,-15,AA,1410,LGA,MIA
4,7,2028,-2,2202,12,WN,184,EWR,MDW
3,27,1415,-5,1517,-33,MQ,3728,EWR,ORD
7,18,629,-1,853,-7,EV,4137,EWR,ATL
1,4,2228,-1,257,-18,B6,713,JFK,SJU
9,17,1832,-3,2148,-7,UA,394,EWR,SFO
11,3,1458,-7,1744,-26,AA,1155,LGA,DFW
5,2,829,-1,946,-29,9E,3521,JFK,ORD
10,2,802,-8,926,-29,MQ,3272,LGA,CLE
8,19,1450,-4,1703,-7,EV,4978,LGA,CLT
7,9,1210,55,1341,71,MQ,3718,EWR,ORD
4,21,1628,-2,1931,41,FL,620,LGA,ATL
12,22,1947,12,2217,14,FL,1346,LGA,ATL
8,6,659,-1,850,-10,9E,3879,EWR,CVG
7,4,1906,-4,2203,-29,DL,1091,JFK,SAT
9,5,1643,-12,1815,-25,MQ,3411,LGA,RDU
1,25,1417,-3,1651,-22,UA,1618,EWR,TPA
10,25,1520,-5,1730,4,EV,4576,EWR,GRR
3,14,649,-7,855,-29,B6,117,JFK,MSY
8,1,1723,-5,1919,-19,EV,4382,EWR,DTW
11,25,1027,-3,1257,9,DL,2343,EWR,ATL
10,30,1253,-6,1439,-22,US,1843,LGA,CLT
5,21,847,0,1202,4,UA,1282,EWR,MIA
5,6,1915,80,2100,90,MQ,4601,LGA,RDU
3,3,1456,-3,1714,-23,DL,2347,LGA,ATL
12,12,808,-4,1028,-6,EV,4407,EWR,OMA
5,28,1538,-2,1909,14,UA,1601,JFK,LAX
4,28,1247,-8,1416,0,B6,66,JFK,BUF
1,15,631,-2,811,-2,EV,4424,EWR,RDU
5,4,1937,6,2222,-43,B6,171,JFK,SMF
6,25,1522,88,1846,124,UA,1004,EWR,LAX
8,20,1058,-2,1211,1,MQ,3230,JFK,DCA
10,29,635,-5,752,-15,EV,4422,EWR,PIT
5,21,1750,20,2040,1,B6,83,JFK,SEA
4,29,958,-2,1256,-15,UA,1485,EWR,FLL
4,25,2020,-5,2323,-14,B6,801,JFK,FLL
3,29,1524,-1,1638,-17,MQ,3823,JFK,DCA
11,15,1942,73,2150,66,EV,5268,LGA,CLT
9,3,1154,-6,1422,-13,DL,1947,LGA,ATL
